timestamp,open,high,low,close,volume
2025-02-24 19:00:00+00:00,1.42244,1.42313,1.4215499999999999,1.42244,2087
2025-02-24 20:00:00+00:00,1.42246,1.42248,1.42069,1.42171,1824
2025-02-24 21:00:00+00:00,1.4217,1.42307,1.42127,1.4228399999999999,1975
2025-02-24 22:00:00+00:00,1.4228,1.42675,1.42251,1.42628,2600
2025-02-24 23:00:00+00:00,1.42628,1.42675,1.4253,1.42543,899
2025-02-25 00:00:00+00:00,1.4252799999999999,1.42609,1.42393,1.42593,301
2025-02-25 01:00:00+00:00,1.42597,1.42794,1.42548,1.4278,803
2025-02-25 02:00:00+00:00,1.42787,1.42792,1.427,1.42712,1145
2025-02-25 03:00:00+00:00,1.4271099999999999,1.4271099999999999,1.42621,1.4263,1637
2025-02-25 04:00:00+00:00,1.4263,1.42661,1.42459,1.4245999999999999,1749
2025-02-25 05:00:00+00:00,1.4245999999999999,1.4253,1.42398,1.4249399999999999,1324
2025-02-25 06:00:00+00:00,1.42495,1.4252500000000001,1.42419,1.42523,846
2025-02-25 07:00:00+00:00,1.42524,1.42535,1.42448,1.4245,905
2025-02-25 08:00:00+00:00,1.42449,1.42593,1.42443,1.42538,1285
2025-02-25 09:00:00+00:00,1.42538,1.42706,1.42535,1.42692,2336
2025-02-25 10:00:00+00:00,1.42698,1.42743,1.42538,1.42603,2585
2025-02-25 11:00:00+00:00,1.42602,1.4267400000000001,1.42522,1.42672,2059
2025-02-25 12:00:00+00:00,1.42672,1.42715,1.42642,1.4268,1632
2025-02-25 13:00:00+00:00,1.4268,1.42682,1.42431,1.4247,1637
2025-02-25 14:00:00+00:00,1.4247,1.42679,1.42454,1.42659,2141
2025-02-25 15:00:00+00:00,1.42659,1.42686,1.42542,1.4262000000000001,2683
2025-02-25 16:00:00+00:00,1.42619,1.42682,1.42514,1.4264299999999999,3365
2025-02-25 17:00:00+00:00,1.42622,1.42951,1.42619,1.42941,4313
2025-02-25 18:00:00+00:00,1.42941,1.43134,1.42883,1.43006,3578
2025-02-25 19:00:00+00:00,1.43007,1.43164,1.42919,1.42927,2690
2025-02-25 20:00:00+00:00,1.4292500000000001,1.42941,1.428,1.42923,2581
2025-02-25 21:00:00+00:00,1.4292500000000001,1.43031,1.4292099999999999,1.43027,2625
2025-02-25 22:00:00+00:00,1.43028,1.43128,1.42917,1.43127,2372
2025-02-25 23:00:00+00:00,1.43128,1.43176,1.4304000000000001,1.4310100000000001,1098
2025-02-26 00:00:00+00:00,1.43102,1.4316,1.43066,1.43109,276
2025-02-26 01:00:00+00:00,1.4311,1.43144,1.42991,1.43017,916
2025-02-26 02:00:00+00:00,1.43017,1.43035,1.42941,1.43034,1168
2025-02-26 03:00:00+00:00,1.43037,1.4310800000000001,1.4298,1.43041,1684
2025-02-26 04:00:00+00:00,1.43039,1.43207,1.4302000000000001,1.43176,1916
2025-02-26 05:00:00+00:00,1.43176,1.43263,1.43157,1.43249,1447
2025-02-26 06:00:00+00:00,1.4325,1.43306,1.4321,1.43293,963
2025-02-26 07:00:00+00:00,1.43293,1.4332500000000001,1.43249,1.43309,1362
2025-02-26 08:00:00+00:00,1.4331,1.43333,1.43266,1.43288,1221
2025-02-26 09:00:00+00:00,1.4329,1.43299,1.43168,1.4329,2003
2025-02-26 10:00:00+00:00,1.43288,1.43322,1.43171,1.43238,2183
2025-02-26 11:00:00+00:00,1.43238,1.4332799999999999,1.4322599999999999,1.43319,1541
2025-02-26 12:00:00+00:00,1.4331800000000001,1.43444,1.4329399999999999,1.43437,1362
2025-02-26 13:00:00+00:00,1.43439,1.43445,1.43305,1.43424,1467
2025-02-26 14:00:00+00:00,1.43424,1.4350800000000001,1.43353,1.43498,1732
