timestamp,open,high,low,close,volume
2025-02-24 19:00:00+00:00,0.89661,0.89725,0.89647,0.8969,1824
2025-02-24 20:00:00+00:00,0.8969,0.89699,0.8959,0.89624,1393
2025-02-24 21:00:00+00:00,0.89624,0.89672,0.89603,0.89655,1476
2025-02-24 22:00:00+00:00,0.89654,0.89712,0.89638,0.89712,1438
2025-02-24 23:00:00+00:00,0.89711,0.89744,0.8966,0.8966,532
2025-02-25 00:00:00+00:00,0.89607,0.89725,0.89583,0.89682,447
2025-02-25 01:00:00+00:00,0.8968,0.89768,0.8965,0.89733,626
2025-02-25 02:00:00+00:00,0.89732,0.89775,0.89717,0.89743,939
2025-02-25 03:00:00+00:00,0.89743,0.8977,0.89714,0.8974,1226
2025-02-25 04:00:00+00:00,0.89741,0.8976,0.89689,0.89697,1181
2025-02-25 05:00:00+00:00,0.89697,0.89722,0.89689,0.89709,942
2025-02-25 06:00:00+00:00,0.89709,0.89714,0.89685,0.89706,768
2025-02-25 07:00:00+00:00,0.89706,0.89717,0.89692,0.89706,659
2025-02-25 08:00:00+00:00,0.89706,0.89737,0.89654,0.89711,869
2025-02-25 09:00:00+00:00,0.8971,0.89727,0.89626,0.89666,2015
2025-02-25 10:00:00+00:00,0.89666,0.8971,0.89621,0.89638,2126
2025-02-25 11:00:00+00:00,0.89637,0.89688,0.89613,0.8962,1682
2025-02-25 12:00:00+00:00,0.89619,0.89689,0.89595,0.89623,1500
2025-02-25 13:00:00+00:00,0.89623,0.89634,0.89488,0.89507,1435
2025-02-25 14:00:00+00:00,0.89507,0.89509,0.89332,0.89392,2032
2025-02-25 15:00:00+00:00,0.89391,0.8943,0.89294,0.89365,2078
2025-02-25 16:00:00+00:00,0.89365,0.89413,0.89289,0.89354,2411
2025-02-25 17:00:00+00:00,0.89352,0.89378,0.89118,0.8934,3380
2025-02-25 18:00:00+00:00,0.89342,0.89347,0.89185,0.8928,2658
