timestamp,open,high,low,close,volume
2025-02-24 18:00:00+00:00,1.26203,1.2641,1.26178,1.26389,3348
2025-02-24 19:00:00+00:00,1.26388,1.26488,1.26305,1.26403,3084
2025-02-24 20:00:00+00:00,1.26403,1.26506,1.26389,1.26437,2247
2025-02-24 21:00:00+00:00,1.26434,1.26479,1.26302,1.26327,2104
2025-02-24 22:00:00+00:00,1.26326,1.26363,1.26212,1.26227,2801
2025-02-24 23:00:00+00:00,1.26216,1.26269,1.26169,1.26216,963
2025-02-25 00:00:00+00:00,1.26216,1.2629000000000001,1.26184,1.26279,642
2025-02-25 01:00:00+00:00,1.26281,1.26285,1.26156,1.2616800000000001,1087
2025-02-25 02:00:00+00:00,1.26169,1.26214,1.26166,1.26189,1371
2025-02-25 03:00:00+00:00,1.2619099999999999,1.2623,1.26166,1.2623,2267
2025-02-25 04:00:00+00:00,1.2623199999999999,1.2635,1.2621,1.26343,2225
2025-02-25 05:00:00+00:00,1.2634400000000001,1.26358,1.26299,1.26322,1742
2025-02-25 06:00:00+00:00,1.26323,1.26379,1.26315,1.26328,1511
2025-02-25 07:00:00+00:00,1.26329,1.26383,1.26328,1.26372,1369
2025-02-25 08:00:00+00:00,1.26371,1.26387,1.26266,1.2631000000000001,1928
2025-02-25 09:00:00+00:00,1.26309,1.26323,1.26114,1.2612999999999999,3383
2025-02-25 10:00:00+00:00,1.2612999999999999,1.26306,1.26058,1.26199,3774
2025-02-25 11:00:00+00:00,1.262,1.26298,1.26187,1.26238,2902
2025-02-25 12:00:00+00:00,1.26238,1.26285,1.26154,1.26254,2307
2025-02-25 13:00:00+00:00,1.2625600000000001,1.26536,1.2624900000000001,1.26532,2592
2025-02-25 14:00:00+00:00,1.26531,1.2662,1.26474,1.26571,3052
2025-02-25 15:00:00+00:00,1.2657,1.26777,1.26552,1.26706,3315
2025-02-25 16:00:00+00:00,1.26707,1.26733,1.266,1.26624,3797
2025-02-25 17:00:00+00:00,1.26628,1.26772,1.26511,1.26544,4986
2025-02-25 18:00:00+00:00,1.26543,1.2659099999999999,1.26465,1.26504,4030
2025-02-25 19:00:00+00:00,1.26504,1.2662900000000001,1.2640500000000001,1.26628,3044
2025-02-25 20:00:00+00:00,1.2662900000000001,1.2675,1.26603,1.26657,2941
2025-02-25 21:00:00+00:00,1.26648,1.26706,1.2659500000000001,1.26695,2599
2025-02-25 22:00:00+00:00,1.26693,1.2677399999999999,1.2665899999999999,1.26702,2459
2025-02-25 23:00:00+00:00,1.26692,1.26722,1.2662,1.2662900000000001,1096
2025-02-26 00:00:00+00:00,1.26619,1.26678,1.26584,1.26671,468
2025-02-26 01:00:00+00:00,1.26674,1.26758,1.26662,1.2671700000000001,1390
2025-02-26 02:00:00+00:00,1.2671700000000001,1.26776,1.26707,1.26758,1463
2025-02-26 03:00:00+00:00,1.26746,1.26752,1.26636,1.26646,2487
2025-02-26 04:00:00+00:00,1.26647,1.26668,1.26524,1.26553,2327
2025-02-26 05:00:00+00:00,1.26553,1.26576,1.26482,1.26493,1877
2025-02-26 06:00:00+00:00,1.26491,1.2650299999999999,1.26406,1.26411,1291
2025-02-26 07:00:00+00:00,1.26411,1.26425,1.26349,1.26382,1707
2025-02-26 08:00:00+00:00,1.26386,1.2650000000000001,1.26359,1.26482,1997
2025-02-26 09:00:00+00:00,1.26486,1.26572,1.26452,1.2648,3352
2025-02-26 10:00:00+00:00,1.26475,1.26646,1.26421,1.26517,3391
2025-02-26 11:00:00+00:00,1.26513,1.26589,1.26487,1.26536,2955
2025-02-26 12:00:00+00:00,1.2653400000000001,1.26579,1.26406,1.2645,2731
2025-02-26 13:00:00+00:00,1.26448,1.26512,1.26399,1.26483,2202
2025-02-26 14:00:00+00:00,1.26482,1.26565,1.2641,1.26434,2380
2025-02-26 15:00:00+00:00,1.26436,1.26647,1.26422,1.2654,3230
2025-02-26 16:00:00+00:00,1.26535,1.26675,1.26516,1.26654,3870
2025-02-26 17:00:00+00:00,1.2665600000000001,1.26985,1.26578,1.26946,4634
2025-02-26 18:00:00+00:00,1.26948,1.2708599999999999,1.26879,1.2694,3581
2025-02-26 19:00:00+00:00,1.26935,1.27159,1.2677800000000001,1.26841,4694
2025-02-26 20:00:00+00:00,1.26843,1.26966,1.26779,1.2680799999999999,3713
2025-02-26 21:00:00+00:00,1.26807,1.26879,1.26725,1.2683900000000001,3009
2025-02-26 22:00:00+00:00,1.2684,1.2684199999999999,1.26718,1.26742,2005
2025-02-26 23:00:00+00:00,1.26741,1.26767,1.26684,1.2673,1599
2025-02-27 00:00:00+00:00,1.267,1.26783,1.2668,1.26765,443
2025-02-27 01:00:00+00:00,1.26769,1.26841,1.2674400000000001,1.26803,1281
2025-02-27 02:00:00+00:00,1.26803,1.26803,1.26637,1.26657,1867
2025-02-27 03:00:00+00:00,1.26658,1.26698,1.26604,1.26644,2463
2025-02-27 04:00:00+00:00,1.26643,1.26666,1.26594,1.26609,2457
